GTS_DEGREE_ID,GTS_DEGREE_NAME,GTS_DEGREE_DESCRIPTION,GTS_DEGREE_STATUS
882,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
883,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
884,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
885,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
886,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
887,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
888,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
889,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
890,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
891,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
892,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
893,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
894,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
895,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
896,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
897,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
898,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
899,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
900,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
901,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
902,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
903,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
904,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
905,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
906,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
907,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
908,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
909,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
910,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
911,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
912,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
913,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
914,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",FALSE
915,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
916,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
917,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
918,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
919,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
920,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
921,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
922,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
923,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
924,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",TRUE
925,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
926,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
927,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
928,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
929,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
930,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
931,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
932,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
933,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
934,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
935,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
936,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
937,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
938,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
939,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
940,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
941,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
942,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
943,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
944,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
945,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
946,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
947,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
948,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
949,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
950,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
951,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
952,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",FALSE
953,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
954,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
955,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
956,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
957,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
958,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
959,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
960,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
961,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
962,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
963,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
964,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",FALSE
965,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
966,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",FALSE
967,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
968,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
969,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
970,Associate Degree,"A two-year degree typically awarded by community colleges, often a stepping stone to a bachelor's degree.",TRUE
971,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",TRUE
972,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
973,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
974,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
975,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
976,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
977,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
978,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
979,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
980,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",TRUE
981,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
982,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",TRUE
983,Doctor of Education,"A doctoral degree that focuses on education theory, practice, and leadership in educational settings.",FALSE
984,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
985,Engineering Degree,"A degree focusing on the principles of engineering, including mechanical, civil, electrical, and software engineering.",FALSE
986,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
987,Master of Science,"A graduate-level degree focusing on advanced knowledge and research in science, technology, and engineering.",TRUE
988,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
989,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
990,Juris Doctor,"A professional graduate degree in law, typically required to practice law in many countries.",FALSE
991,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
992,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
993,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",TRUE
994,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
995,Doctor of Philosophy,"A doctoral degree that typically requires extensive research, academic writing, and original contributions to knowledge.",FALSE
996,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",TRUE
997,Master of Business Administration,"A graduate-level degree focusing on business management, leadership, and organizational strategies.",FALSE
998,Bachelor of Science,"A bachelor's degree focusing on science, technology, engineering, or mathematics fields.",FALSE
999,Master of Arts,"A graduate-level degree focusing on advanced study in the humanities, arts, and social sciences.",TRUE
1000,Bachelor of Arts,"A bachelor's degree focusing on humanities, social sciences, or fine arts.",TRUE
