GTS_LANGUAGE_ID,GTS_LANGUAGE_NAME,GTS_LANGUAGE_DESCRIPTION,GTS_LANGUAGE_STATUS
844,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
845,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
846,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
847,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
848,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
849,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
850,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
851,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
852,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
853,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
854,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
855,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
856,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
857,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
858,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
859,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
860,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
861,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
862,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
863,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
864,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
865,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
866,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
867,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
868,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
869,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
870,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
871,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
872,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
873,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
874,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
875,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
876,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
877,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
878,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
879,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
880,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
881,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
882,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
883,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
884,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
885,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
886,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
887,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
888,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
889,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
890,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
891,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
892,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
893,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
894,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
895,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
896,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
897,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
898,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
899,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
900,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
901,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
902,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
903,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",FALSE
904,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
905,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
906,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",FALSE
907,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
908,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
909,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
910,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
911,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
912,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
913,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
914,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
915,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
916,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
917,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
918,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
919,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
920,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
921,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
922,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
923,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
924,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
925,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
926,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
927,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
928,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
929,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
930,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
931,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
932,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
933,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
934,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
935,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
936,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
937,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
938,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
939,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
940,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
941,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
942,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
943,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
944,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
945,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
946,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
947,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
948,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",TRUE
949,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
950,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
951,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
952,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
953,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
954,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
955,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
956,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
957,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
958,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
959,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",TRUE
960,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
961,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
962,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
963,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
964,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
965,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
966,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
967,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
968,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
969,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,FALSE
970,English,"English is the official language in many countries and a global lingua franca, used for international business, diplomacy, and technology.",FALSE
971,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
972,Bengali,"Bengali is the primary language of Bangladesh and the second most spoken language in India, with a rich literary tradition.",FALSE
973,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
974,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
975,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",TRUE
976,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
977,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,FALSE
978,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
979,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
980,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
981,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
982,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
983,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
984,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",FALSE
985,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,FALSE
986,Arabic,Arabic is the official language of many Middle Eastern and North African countries and is crucial for religious and cultural studies.,TRUE
987,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
988,Spanish,"Spanish is widely spoken across Europe, Latin America, and parts of the United States, known for its rich cultural history.",TRUE
989,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
990,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",FALSE
991,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
992,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
993,Russian,Russian is the most widely spoken language in Russia and one of the six official languages of the United Nations.,TRUE
994,Hindi,"Hindi is one of the official languages of India, spoken by millions and recognized as an important cultural and literary language.",FALSE
995,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
996,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
997,Japanese,Japanese is spoken primarily in Japan and is known for its unique writing system and cultural significance.,TRUE
998,Portuguese,"Portuguese is spoken in several countries including Portugal, Brazil, and parts of Africa, with a rich history in exploration and colonization.",TRUE
999,French,"French is an official language in numerous international organizations and is spoken across Europe, Africa, and parts of North America.",TRUE
1000,Mandarin,"Mandarin is the most spoken language globally, primarily used in China and other regions with significant Chinese-speaking populations.",TRUE
